,date,cam_id,night,dense,type,place,vehicle_count,pedestrian_count
0,2020-03-19,5b1963da73569e00045d6e64/,,,image,,4,
1,2020-03-19,5b1963da73569e00045d6e64/,,,image,,4,
2,2020-03-20,5b1963da73569e00045d6e64/,,,image,,4,
3,2020-03-21,5b1963da73569e00045d6e64/,,,image,,4,
4,2020-03-21,5b1963da73569e00045d6e64/,,,image,,4,
5,2020-03-21,5b1963da73569e00045d6e64/,,,image,,4,
6,2020-03-22,5b1963da73569e00045d6e64/,,,image,,4,
7,2020-03-22,5b1963da73569e00045d6e64/,,,image,,4,
8,2020-03-22,5b1963da73569e00045d6e64/,,,image,,4,
9,2020-03-23,5b1963da73569e00045d6e64/,,,image,,4,
10,2020-03-23,5b1963da73569e00045d6e64/,,,image,,4,
11,2020-03-23,5b1963da73569e00045d6e64/,,,image,,4,
12,2020-03-23,5b1963da73569e00045d6e64/,,,image,,4,
13,2020-03-24,5b1963da73569e00045d6e64/,,,image,,4,
14,2020-03-24,5b1963da73569e00045d6e64/,,,image,,0,
15,2020-03-24,5b1963da73569e00045d6e64/,,,image,,4,
16,2020-03-24,5b1963da73569e00045d6e64/,,,image,,4,
17,2020-03-24,5b1963da73569e00045d6e64/,,,image,,4,
18,2020-03-25,5b1963da73569e00045d6e64/,,,image,,4,
19,2020-03-25,5b1963da73569e00045d6e64/,,,image,,4,
20,2020-03-25,5b1963da73569e00045d6e64/,,,image,,4,
21,2020-03-25,5b1963da73569e00045d6e64/,,,image,,4,
22,2020-03-25,5b1963da73569e00045d6e64/,,,image,,4,
23,2020-03-25,5b1963da73569e00045d6e64/,,,image,,4,
24,2020-03-26,5b1963da73569e00045d6e64/,,,image,,4,
25,2020-03-26,5b1963da73569e00045d6e64/,,,image,,4,
26,2020-03-26,5b1963da73569e00045d6e64/,,,image,,4,
27,2020-03-26,5b1963da73569e00045d6e64/,,,image,,4,
28,2020-03-26,5b1963da73569e00045d6e64/,,,image,,4,
29,2020-03-26,5b1963da73569e00045d6e64/,,,image,,4,
30,2020-03-27,5b1963da73569e00045d6e64/,,,image,,4,
31,2020-03-27,5b1963da73569e00045d6e64/,,,image,,0,
32,2020-03-27,5b1963da73569e00045d6e64/,,,image,,4,
33,2020-03-27,5b1963da73569e00045d6e64/,,,image,,4,
34,2020-03-27,5b1963da73569e00045d6e64/,,,image,,4,
35,2020-03-27,5b1963da73569e00045d6e64/,,,image,,4,
36,2020-03-28,5b1963da73569e00045d6e64/,,,image,,4,
37,2020-03-28,5b1963da73569e00045d6e64/,,,image,,4,
38,2020-03-28,5b1963da73569e00045d6e64/,,,image,,4,
39,2020-03-28,5b1963da73569e00045d6e64/,,,image,,4,
40,2020-03-28,5b1963da73569e00045d6e64/,,,image,,4,
41,2020-03-28,5b1963da73569e00045d6e64/,,,image,,4,
42,2020-03-29,5b1963da73569e00045d6e64/,,,image,,0,
43,2020-03-29,5b1963da73569e00045d6e64/,,,image,,4,
44,2020-03-29,5b1963da73569e00045d6e64/,,,image,,4,
45,2020-03-29,5b1963da73569e00045d6e64/,,,image,,4,
46,2020-03-29,5b1963da73569e00045d6e64/,,,image,,4,
47,2020-03-29,5b1963da73569e00045d6e64/,,,image,,4,
48,2020-03-30,5b1963da73569e00045d6e64/,,,image,,0,
49,2020-03-30,5b1963da73569e00045d6e64/,,,image,,4,
50,2020-03-30,5b1963da73569e00045d6e64/,,,image,,4,
51,2020-03-30,5b1963da73569e00045d6e64/,,,image,,4,
52,2020-03-30,5b1963da73569e00045d6e64/,,,image,,4,
53,2020-03-30,5b1963da73569e00045d6e64/,,,image,,4,
54,2020-03-31,5b1963da73569e00045d6e64/,,,image,,4,
55,2020-03-31,5b1963da73569e00045d6e64/,,,image,,4,
56,2020-03-31,5b1963da73569e00045d6e64/,,,image,,4,
57,2020-03-31,5b1963da73569e00045d6e64/,,,image,,4,
58,2020-03-31,5b1963da73569e00045d6e64/,,,image,,4,
59,2020-03-31,5b1963da73569e00045d6e64/,,,image,,4,
60,2020-04-01,5b1963da73569e00045d6e64/,,,image,,4,
61,2020-04-01,5b1963da73569e00045d6e64/,,,image,,4,
62,2020-04-01,5b1963da73569e00045d6e64/,,,image,,4,
63,2020-04-01,5b1963da73569e00045d6e64/,,,image,,4,
64,2020-04-01,5b1963da73569e00045d6e64/,,,image,,4,
65,2020-04-01,5b1963da73569e00045d6e64/,,,image,,4,
66,2020-04-02,5b1963da73569e00045d6e64/,,,image,,4,
67,2020-04-02,5b1963da73569e00045d6e64/,,,image,,4,
68,2020-04-02,5b1963da73569e00045d6e64/,,,image,,4,
69,2020-04-02,5b1963da73569e00045d6e64/,,,image,,4,
70,2020-04-02,5b1963da73569e00045d6e64/,,,image,,0,
71,2020-04-02,5b1963da73569e00045d6e64/,,,image,,4,
72,2020-04-03,5b1963da73569e00045d6e64/,,,image,,4,
73,2020-04-03,5b1963da73569e00045d6e64/,,,image,,4,
74,2020-04-03,5b1963da73569e00045d6e64/,,,image,,0,
75,2020-04-03,5b1963da73569e00045d6e64/,,,image,,4,
76,2020-04-03,5b1963da73569e00045d6e64/,,,image,,4,
77,2020-04-03,5b1963da73569e00045d6e64/,,,image,,4,
78,2020-04-04,5b1963da73569e00045d6e64/,,,image,,4,
79,2020-04-04,5b1963da73569e00045d6e64/,,,image,,4,
80,2020-04-04,5b1963da73569e00045d6e64/,,,image,,4,
81,2020-04-04,5b1963da73569e00045d6e64/,,,image,,4,
82,2020-04-04,5b1963da73569e00045d6e64/,,,image,,4,
83,2020-04-04,5b1963da73569e00045d6e64/,,,image,,4,
84,2020-04-05,5b1963da73569e00045d6e64/,,,image,,4,
85,2020-04-05,5b1963da73569e00045d6e64/,,,image,,4,
86,2020-04-05,5b1963da73569e00045d6e64/,,,image,,4,
87,2020-04-05,5b1963da73569e00045d6e64/,,,image,,4,
88,2020-04-05,5b1963da73569e00045d6e64/,,,image,,4,
89,2020-04-05,5b1963da73569e00045d6e64/,,,image,,4,
90,2020-04-06,5b1963da73569e00045d6e64/,,,image,,4,
91,2020-04-06,5b1963da73569e00045d6e64/,,,image,,4,
92,2020-04-06,5b1963da73569e00045d6e64/,,,image,,4,
93,2020-04-06,5b1963da73569e00045d6e64/,,,image,,4,
94,2020-04-06,5b1963da73569e00045d6e64/,,,image,,4,
95,2020-04-07,5b1963da73569e00045d6e64/,,,image,,4,
96,2020-04-07,5b1963da73569e00045d6e64/,,,image,,0,
97,2020-04-07,5b1963da73569e00045d6e64/,,,image,,0,
98,2020-04-07,5b1963da73569e00045d6e64/,,,image,,4,
99,2020-04-07,5b1963da73569e00045d6e64/,,,image,,4,
100,2020-04-07,5b1963da73569e00045d6e64/,,,image,,4,
101,2020-04-08,5b1963da73569e00045d6e64/,,,image,,4,
102,2020-04-08,5b1963da73569e00045d6e64/,,,image,,4,
103,2020-04-08,5b1963da73569e00045d6e64/,,,image,,0,
104,2020-04-08,5b1963da73569e00045d6e64/,,,image,,4,
105,2020-04-08,5b1963da73569e00045d6e64/,,,image,,4,
106,2020-04-08,5b1963da73569e00045d6e64/,,,image,,4,
107,2020-04-09,5b1963da73569e00045d6e64/,,,image,,4,
108,2020-04-09,5b1963da73569e00045d6e64/,,,image,,4,
109,2020-04-09,5b1963da73569e00045d6e64/,,,image,,4,
110,2020-04-09,5b1963da73569e00045d6e64/,,,image,,4,
111,2020-04-09,5b1963da73569e00045d6e64/,,,image,,4,
112,2020-04-10,5b1963da73569e00045d6e64/,,,image,,4,
113,2020-04-10,5b1963da73569e00045d6e64/,,,image,,4,
114,2020-04-10,5b1963da73569e00045d6e64/,,,image,,4,
115,2020-04-10,5b1963da73569e00045d6e64/,,,image,,4,
116,2020-04-10,5b1963da73569e00045d6e64/,,,image,,4,
117,2020-04-10,5b1963da73569e00045d6e64/,,,image,,4,
118,2020-04-11,5b1963da73569e00045d6e64/,,,image,,4,
119,2020-04-11,5b1963da73569e00045d6e64/,,,image,,4,
120,2020-04-11,5b1963da73569e00045d6e64/,,,image,,4,
121,2020-04-11,5b1963da73569e00045d6e64/,,,image,,4,
122,2020-04-11,5b1963da73569e00045d6e64/,,,image,,4,
123,2020-04-12,5b1963da73569e00045d6e64/,,,image,,4,
124,2020-04-12,5b1963da73569e00045d6e64/,,,image,,4,
125,2020-04-12,5b1963da73569e00045d6e64/,,,image,,4,
126,2020-04-12,5b1963da73569e00045d6e64/,,,image,,4,
127,2020-04-12,5b1963da73569e00045d6e64/,,,image,,4,
128,2020-04-13,5b1963da73569e00045d6e64/,,,image,,4,
129,2020-04-13,5b1963da73569e00045d6e64/,,,image,,4,
130,2020-04-13,5b1963da73569e00045d6e64/,,,image,,4,
131,2020-04-13,5b1963da73569e00045d6e64/,,,image,,4,
132,2020-04-13,5b1963da73569e00045d6e64/,,,image,,4,
133,2020-04-14,5b1963da73569e00045d6e64/,,,image,,4,
134,2020-04-14,5b1963da73569e00045d6e64/,,,image,,4,
135,2020-04-14,5b1963da73569e00045d6e64/,,,image,,4,
136,2020-04-14,5b1963da73569e00045d6e64/,,,image,,4,
137,2020-04-14,5b1963da73569e00045d6e64/,,,image,,4,
138,2020-04-15,5b1963da73569e00045d6e64/,,,image,,4,
139,2020-04-15,5b1963da73569e00045d6e64/,,,image,,4,
140,2020-04-15,5b1963da73569e00045d6e64/,,,image,,4,
141,2020-04-15,5b1963da73569e00045d6e64/,,,image,,4,
142,2020-04-15,5b1963da73569e00045d6e64/,,,image,,4,
143,2020-04-16,5b1963da73569e00045d6e64/,,,image,,0,
144,2020-04-16,5b1963da73569e00045d6e64/,,,image,,0,
145,2020-04-16,5b1963da73569e00045d6e64/,,,image,,4,
146,2020-04-16,5b1963da73569e00045d6e64/,,,image,,4,
147,2020-04-17,5b1963da73569e00045d6e64/,,,image,,4,
148,2020-04-17,5b1963da73569e00045d6e64/,,,image,,4,
149,2020-04-17,5b1963da73569e00045d6e64/,,,image,,4,
150,2020-04-17,5b1963da73569e00045d6e64/,,,image,,4,
151,2020-04-17,5b1963da73569e00045d6e64/,,,image,,4,
152,2020-04-18,5b1963da73569e00045d6e64/,,,image,,0,
153,2020-04-18,5b1963da73569e00045d6e64/,,,image,,4,
154,2020-04-18,5b1963da73569e00045d6e64/,,,image,,4,
155,2020-04-18,5b1963da73569e00045d6e64/,,,image,,4,
156,2020-04-18,5b1963da73569e00045d6e64/,,,image,,4,
157,2020-04-19,5b1963da73569e00045d6e64/,,,image,,4,
158,2020-04-19,5b1963da73569e00045d6e64/,,,image,,4,
159,2020-04-19,5b1963da73569e00045d6e64/,,,image,,4,
160,2020-04-19,5b1963da73569e00045d6e64/,,,image,,4,
161,2020-04-19,5b1963da73569e00045d6e64/,,,image,,4,
162,2020-04-20,5b1963da73569e00045d6e64/,,,image,,4,
163,2020-04-20,5b1963da73569e00045d6e64/,,,image,,4,
164,2020-04-20,5b1963da73569e00045d6e64/,,,image,,4,
165,2020-04-20,5b1963da73569e00045d6e64/,,,image,,4,
166,2020-04-20,5b1963da73569e00045d6e64/,,,image,,4,
167,2020-04-21,5b1963da73569e00045d6e64/,,,image,,4,
168,2020-04-21,5b1963da73569e00045d6e64/,,,image,,4,
169,2020-04-21,5b1963da73569e00045d6e64/,,,image,,4,
170,2020-04-21,5b1963da73569e00045d6e64/,,,image,,4,
171,2020-04-22,5b1963da73569e00045d6e64/,,,image,,4,
172,2020-04-22,5b1963da73569e00045d6e64/,,,image,,4,
173,2020-04-22,5b1963da73569e00045d6e64/,,,image,,4,
174,2020-04-22,5b1963da73569e00045d6e64/,,,image,,4,
175,2020-04-22,5b1963da73569e00045d6e64/,,,image,,4,
176,2020-04-23,5b1963da73569e00045d6e64/,,,image,,4,
177,2020-04-23,5b1963da73569e00045d6e64/,,,image,,4,
178,2020-04-23,5b1963da73569e00045d6e64/,,,image,,4,
179,2020-04-23,5b1963da73569e00045d6e64/,,,image,,4,
180,2020-04-24,5b1963da73569e00045d6e64/,,,image,,0,
181,2020-04-24,5b1963da73569e00045d6e64/,,,image,,4,
182,2020-04-24,5b1963da73569e00045d6e64/,,,image,,4,
183,2020-04-25,5b1963da73569e00045d6e64/,,,image,,4,
184,2020-04-25,5b1963da73569e00045d6e64/,,,image,,4,
185,2020-04-26,5b1963da73569e00045d6e64/,,,image,,4,
186,2020-04-26,5b1963da73569e00045d6e64/,,,image,,4,
187,2020-04-26,5b1963da73569e00045d6e64/,,,image,,4,
188,2020-04-26,5b1963da73569e00045d6e64/,,,image,,4,
189,2020-04-27,5b1963da73569e00045d6e64/,,,image,,4,
190,2020-04-27,5b1963da73569e00045d6e64/,,,image,,4,
191,2020-04-27,5b1963da73569e00045d6e64/,,,image,,4,
192,2020-04-27,5b1963da73569e00045d6e64/,,,image,,4,
193,2020-04-27,5b1963da73569e00045d6e64/,,,image,,4,
194,2020-04-28,5b1963da73569e00045d6e64/,,,image,,4,
195,2020-04-28,5b1963da73569e00045d6e64/,,,image,,4,
196,2020-04-28,5b1963da73569e00045d6e64/,,,image,,4,
197,2020-04-28,5b1963da73569e00045d6e64/,,,image,,4,
198,2020-04-28,5b1963da73569e00045d6e64/,,,image,,4,
199,2020-04-29,5b1963da73569e00045d6e64/,,,image,,4,
200,2020-04-29,5b1963da73569e00045d6e64/,,,image,,4,
201,2020-04-29,5b1963da73569e00045d6e64/,,,image,,4,
202,2020-04-29,5b1963da73569e00045d6e64/,,,image,,4,
203,2020-04-29,5b1963da73569e00045d6e64/,,,image,,4,
204,2020-04-30,5b1963da73569e00045d6e64/,,,image,,4,
205,2020-04-30,5b1963da73569e00045d6e64/,,,image,,0,
206,2020-04-30,5b1963da73569e00045d6e64/,,,image,,4,
207,2020-04-30,5b1963da73569e00045d6e64/,,,image,,4,
208,2020-05-01,5b1963da73569e00045d6e64/,,,image,,4,
209,2020-05-01,5b1963da73569e00045d6e64/,,,image,,4,
210,2020-05-01,5b1963da73569e00045d6e64/,,,image,,4,
211,2020-05-01,5b1963da73569e00045d6e64/,,,image,,4,
212,2020-05-01,5b1963da73569e00045d6e64/,,,image,,4,
213,2020-05-02,5b1963da73569e00045d6e64/,,,image,,4,
214,2020-05-02,5b1963da73569e00045d6e64/,,,image,,4,
215,2020-05-02,5b1963da73569e00045d6e64/,,,image,,4,
216,2020-05-02,5b1963da73569e00045d6e64/,,,image,,4,
217,2020-05-02,5b1963da73569e00045d6e64/,,,image,,4,
218,2020-05-03,5b1963da73569e00045d6e64/,,,image,,4,
219,2020-05-03,5b1963da73569e00045d6e64/,,,image,,4,
220,2020-05-03,5b1963da73569e00045d6e64/,,,image,,4,
221,2020-05-03,5b1963da73569e00045d6e64/,,,image,,4,
222,2020-05-03,5b1963da73569e00045d6e64/,,,image,,4,
223,2020-05-04,5b1963da73569e00045d6e64/,,,image,,4,
224,2020-05-04,5b1963da73569e00045d6e64/,,,image,,4,
225,2020-05-04,5b1963da73569e00045d6e64/,,,image,,4,
226,2020-05-04,5b1963da73569e00045d6e64/,,,image,,4,
227,2020-05-04,5b1963da73569e00045d6e64/,,,image,,4,
228,2020-05-05,5b1963da73569e00045d6e64/,,,image,,4,
229,2020-05-05,5b1963da73569e00045d6e64/,,,image,,4,
230,2020-05-05,5b1963da73569e00045d6e64/,,,image,,4,
231,2020-05-05,5b1963da73569e00045d6e64/,,,image,,4,
232,2020-05-05,5b1963da73569e00045d6e64/,,,image,,4,
233,2020-05-06,5b1963da73569e00045d6e64/,,,image,,4,
234,2020-05-06,5b1963da73569e00045d6e64/,,,image,,4,
235,2020-05-06,5b1963da73569e00045d6e64/,,,image,,4,
236,2020-05-06,5b1963da73569e00045d6e64/,,,image,,4,
237,2020-05-06,5b1963da73569e00045d6e64/,,,image,,4,
238,2020-05-07,5b1963da73569e00045d6e64/,,,image,,4,
